lemma	pos	year_first_occ	borrowed
косануть	V	1975	False
косарь	N	1750	False
косач	N	1845	False
косачиный	OTHER	1905	False
косая	N	1825	False
косвенно	OTHER	1745	N/A
косвенный	OTHER	1745	N/A
косенький	OTHER	1850	False
косенько	OTHER	1955	False
косилка	N	1865	False
косина	N	1740	N/A
косинус	N	1740	True
косить	V	1675	N/A
коситься	V	1750	False
косица	N	1825	False
косичка	N	1825	False
косма	N	1850	False
косматый	OTHER	1770	False
косметика	N	1840	True
косметический	OTHER	1820	True
косметичка	N	1955	True
косметолог	N	1960	True
косметологический	OTHER	1985	True
косметология	N	1960	True
космея	N	2000	True
космизм	N	1905	True
космический	OTHER	1840	True
космогонический	OTHER	1845	True
космогония	N	1840	True
космограф	N	1810	True
космографический	OTHER	1775	True
космография	N	1755	True
космодром	N	1950	True
космолог	N	1950	True
космологический	OTHER	1840	True
космология	N	1780	True
космонавт	N	1935	True
космонавтика	N	1935	True
космонавтка	N	1970	True
космоплан	N	1970	True
космополит	N	1785	True
космополитизм	N	1820	True
космополитически	OTHER	1900	True
космополитический	OTHER	1835	True
космополитичный	OTHER	1865	True
космопоэтический	OTHER	1995	True
космос	N	1835	True
космохимик	N	1960	True
космоцевтика	N	2005	True
космы	N	1760	False
коснеть	V	1750	False
косность	N	1755	False
косноязычие	N	1780	False
косноязычный	OTHER	1750	False
коснуть	V	1855	False
коснуться	V	1710	N/A
косный	OTHER	1730	N/A
косо	OTHER	1710	N/A
кособокий	OTHER	1825	False
кособочить	V	1920	False
косоворотка	N	1850	False
косоглазие	N	1840	False
косоглазый	OTHER	1845	False
косогор	N	1740	N/A
косогорчик	N	1940	False
косой	N	1800	False
косой	OTHER	1710	N/A
косоклинный	OTHER	1865	False
косолапить	V	1920	False
косолапо	OTHER	1865	False
косолапый	OTHER	1805	False
косонька	N	1830	False
косоплечий	OTHER	1915	False
косоротый	OTHER	1860	False
косорылый	OTHER	1860	False
косослой	N	1960	False
коспонсор	N	1990	True
костел	N	1765	True
костенец	N	1995	False
костер	N	1745	N/A
костерок	N	1745	N/A
костин	N	1805	False
костистый	OTHER	1780	False
костить	V	1850	False
костлявость	N	1885	False
костлявый	OTHER	1820	False
костный	OTHER	1825	False
костолом	N	1820	False
костоломный	OTHER	1855	False
косточка	N	1715	N/A
костра	N	1895	False
кострец	N	1870	False
кострецовый	OTHER	1840	False
кострига	N	1875	False
кострище	N	1855	False
костылек	N	1825	False
костыль	N	1735	N/A
костыльнуть	V	1990	False
кость	N	1710	N/A
костюм	N	1780	True
костюмер	N	1840	True
костюмерная	N	1950	True
костюмерный	OTHER	1865	True
костюмерша	N	1900	True
костюмирование	N	1845	True
костюмированный	OTHER	1830	True
костюмный	OTHER	1885	True
костюмчик	N	1855	True
костяк	N	1825	False
костянистый	OTHER	1990	False
костяной	OTHER	1690	N/A
костяшка	N	1840	False
косуля	N	1795	False
косынка	N	1780	False
косыночка	N	1765	False
косяк	N	1675	N/A
кот	N	1740	N/A
котангенс	N	1865	True
котел	N	1690	N/A
котелок	N	1825	False
котелочек	N	1915	False
котельная	N	1730	N/A
котельный	N	1835	False
котельный	OTHER	1800	False
котельня	N	1915	False
котельщик	N	1815	False
котенок	N	1740	N/A
котеночек	N	1840	False
котик	N	1755	False
котиковый	OTHER	1855	False
котильон	N	1820	True
котировальный	OTHER	1995	True
котировать	V	1880	True
котировка	N	1880	True
котище	N	1845	False
котлета	N	1780	True
котлетка	N	1800	True
котлеточка	N	1855	True
котлоагрегат	N	1970	True
котлован	N	1920	False
котловина	N	1815	False
котловой	OTHER	1935	False
котовать	V	1920	False
котовник	N	1990	False
котомка	N	1750	False
который	N	1710	N/A
который	OTHER	1675	N/A
коттедж	N	1830	True
коттеджик	N	1955	True
коттеджный	OTHER	1985	True
котурн	N	1745	True
котя	N	1850	False
котяра	N	1920	False
коуч	N	1910	True
коучинг	N	2000	True
кофе	N	1710	True
кофеварка	N	1955	True
кофеек	N	1820	True
кофеин	N	1880	True
кофеинчик	N	1970	True
кофей	N	1735	True
кофейник	N	1785	True
кофейный	OTHER	1720	True
кофейня	N	1825	True
кофемолка	N	1955	True
кофий	N	1725	True
кофр	N	1915	True
кофта	N	1790	True
кофточка	N	1785	True
коханый	OTHER	1840	False
кочан	N	1805	False
кочевать	V	1730	N/A
кочевник	N	1840	False
кочевой	OTHER	1765	False
кочевряжить	V	1905	False
кочевье	N	1740	N/A
кочегар	N	1745	N/A
кочегарка	N	1870	False
кочедыжник	N	1855	False
коченеть	V	1790	False
кочень	N	1780	False
кочень	OTHER	1780	False
кочерга	N	1735	N/A
кочережка	N	1825	False
кочерыжка	N	1835	False
кочка	N	1735	N/A
кочкастый	OTHER	1905	False
кочковатый	OTHER	1830	False
кочумать	V	1965	False
кош	N	1700	N/A
кошара	N	1850	False
кошачий	N	2000	False
кошачий	OTHER	1740	N/A
кошева	N	1725	N/A
кошевка	N	1825	False
кошелек	N	1735	N/A
кошелечек	N	1850	False
кошелка	N	1735	N/A
кошелочка	N	1865	False
кошель	N	1750	False
кошечка	N	1785	False
кошка	N	1725	N/A
кошкин	N	1755	False
кошкин	OTHER	1815	False
кошковед	N	1995	False
кошма	N	1765	False
кошмар	N	1805	True
кошмарический	OTHER	1890	True
кошмарно	OTHER	1905	True
кошмарный	OTHER	1865	True
кошт	N	1690	N/A
кощей	N	1815	False
кощунственный	OTHER	1855	False
кощунство	N	1720	N/A
кощунствовать	V	1770	False
коэффициент	N	1840	True
кпд	N	1945	True
кпк	N	1930	True
кпп	N	1930	True
краб	N	1815	True
крабий	OTHER	1925	True
крабик	N	1915	True
крабовый	OTHER	1910	True
крага	N	1815	False
краденое	N	1710	N/A
краденый	OTHER	1675	N/A
крадучись	OTHER	1830	False
краевед	N	1900	False
краеведение	N	1910	False
краеведческий	OTHER	1915	False
краевой	OTHER	1845	False
краеугольный	OTHER	1750	False
краешек	N	1815	False
кража	N	1705	N/A
край	N	1675	N/A
крайздрав	N	1930	False
крайзис	N	1990	True
крайизбирком	N	1995	False
крайком	N	1805	False
крайне	OTHER	1715	N/A
крайний	OTHER	1690	N/A
крайность	N	1690	N/A
крайслер	N	1930	True
крак	N	1785	False
краковяк	N	1815	False
краля	N	1755	False
крамола	N	1770	False
крамольный	OTHER	1780	False
кран	N	1775	False
краник	N	1915	False
краниология	N	1870	True
крановщица	N	1940	False
кранты	OTHER	1895	False
крап	N	1780	False
крапива	N	1735	N/A
крапивник	N	1900	False
крапивный	OTHER	1700	N/A
крапина	N	1720	N/A
крапинка	N	1770	False
крапленый	OTHER	1770	False
крапчатый	OTHER	1845	False
краса	N	1710	N/A
